hhid,region,urbrur,hhsize,land_ownership,land_area,landcul,landless,TLU_total,thhagasset,hhdurval,wealth,wealth_urb,wealth_rur,femhead,agehead,hhlabor,flabor,flaborshare,educadult,educhead,d_mobile,d_computer,d_internet,electricity,ownhome,distprschool,distsecschool,disthealth,distbus,distroad,distbank,distpost,agrassetNT,agrassetT,pcexpusd,exppcday,hhdurvalimp_tech,MVadoption,mixed_crop,erosion,anti_erosion,shock_1,shock_2,shock_3,shock_4,shock_5,shock_6,shock_7,shock_8,shock_9,shock_10,shock_11,shock_12,shock_13,shock_14,shock_15,shock_16,shock_17,shock_18,shock_19,m_10km,m_15km,m_20km,food_insecur,dummy_erosion,distextension_servoffice,distperiodic_market,distpermanent_market,dcrop_prod,rainfall2,rainfall3,distrib_rainfall3,length_heatperiod2,length_heatperiod3,more_drought1,more_floods1,delay_rainy_season1,earlierend_rainy_season1,pl,poor,dsmall,l1_precip_z,precip_z_neg,precip_z_pos,precip_z_low,precip_z_high,precip_z_low_yrbefore,precip_z_high_yrbefore,precip_z_neg_yrbefore,precip_z_pos_yrbefore,extra_temp_max29,l1_extra_temp29,modern_inputs_1,ln_farmsize,ln_areacultiv,ln_educ,ageheadsqure,logage,logagehead2,ln_hhsize,ln_distextension_servoffice,ln_distpermanent_market,ln_total_livstocksize,tractor,cooperative,field_help,irrig_programme,dum_cropresid,dum_organ_fert,dum_inorgan_fert,dum_subjective_neg_affect,sandy_soil,loamy_soil,clay_soil,hill_topog,plain_topog,gentleslope_topog,steepslope_topog,valley_topog,modern_inputs
6805,3,2,17,1,3.3346,3.3346,0,.69999999,394050,2299000,-.19257459,0,-.015493952,0,55,1,1,1,9,9,1,0,0,0,1,0,23,0,23,7,23,23,13,1,425.9455,1.1669739,1251000,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,1,0,1,0,1,1,0,1,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,1.4666294,1.4666294,2.3025851,3025,4.0253515,8.0149965,2.8903718,3.1780539,1.9459101,.53062826,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
6805,3,2,17,1,5.5999999,5.5999999,0,0,226000,2736000,.028260374,0,.091276079,0,58,1,1,1,3,0,0,0,0,1,1,22,22,22,10,10,22,22,6,2,358.03729,.98092407,2396000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,1,0,16,5,22,1,1,0,1,0,1,1,1,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,1.8870696,1.8870696,0,3364,4.0775375,8.1211834,2.8903718,2.8332133,3.1354942,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
6806,3,2,5,1,1.6159,1.6159,0,1,453100,3507000,.86282921,0,4.5937037,0,37,1,1,1,0,0,1,0,0,1,1,0,23,0,23,7,23,23,14,1,714.33124,1.9570719,789000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,1,0,1,0,1,1,0,1,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,.96160823,.96160823,0,1369,3.6375861,7.2225661,1.7917595,3.1780539,1.9459101,.69314718,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
6806,3,2,7,1,2.7,2.7,0,.46000001,217950,4644000,1.0642178,0,3.770365,0,40,1,1,1,0,0,1,0,0,1,1,22,22,22,10,10,22,22,6,2,654.39911,1.7928742,2774000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,1,1,0,1,0,1,1,1,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,1.3083328,1.3083328,0,1600,3.713572,7.3783836,2.0794415,2.8332133,3.1354942,.37843645,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1
6807,3,2,7,1,4,4,0,.65000004,199100,3407000,.15024997,0,.32114238,0,42,1,1,1,9,9,1,0,0,0,1,0,23,0,23,7,23,23,7,0,513.04449,1.4056014,1537000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,1,0,1,0,1,1,0,1,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,1.6094379,1.6094379,2.3025851,1764,3.7612002,7.4759059,2.0794415,3.1780539,1.9459101,.50077534,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1
6807,3,2,8,0,2.3517001,0,1,0,231750,1641000,-.09114068,0,.99986714,0,45,1,1,1,0,0,1,0,0,1,1,22,22,22,10,10,22,22,8,1,527.95117,1.4464415,1131000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,1,1,0,1,0,1,1,0,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,1.2094676,0,0,2025,3.8286414,7.6138186,2.1972246,2.8332133,3.1354942,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1
6808,3,2,4,1,1.1846,.92610002,0,.2,170950,4932500,1.1191531,0,6.5982981,0,33,1,1,1,9,0,1,0,0,1,1,0,23,0,23,7,23,23,5,0,849.17346,2.3265026,2445500,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35072,60881,100327,0,0,23,23,6,1,1,0,0,0,1,1,1,1,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,0,.78143275,.65549725,0,1089,3.5263605,6.9939332,1.6094379,3.1780539,1.9459101,.18232156,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0
6808,3,2,5,0,5,0,1,0,303600,2395000,.73263097,0,3.6829996,0,35,1,1,1,9,0,1,0,0,1,1,22,22,22,10,10,22,22,12,0,710.70264,1.9471306,865000,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,1,1,0,0,0,1,1,0,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,0,1.7917595,0,0,1225,3.583519,7.1115122,1.7917595,2.8332133,3.1354942,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
6809,3,2,3,1,3.8364999,3.8364999,0,.5,86500,1800000,-.2526511,0,-.061736763,0,20,1,1,1,0,0,1,0,0,0,1,0,23,0,23,7,23,23,3,0,731.26349,2.0034616,950000,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35072,60881,100327,0,0,23,23,6,1,1,0,0,0,1,0,0,0,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,0,1.5761913,1.5761913,0,400,3.0445225,5.9939613,1.3862944,3.1780539,1.9459101,.4054651,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
6809,3,2,5,0,2.9633,0,1,0,127900,684500,-.35735121,0,-.17051356,0,34,1,1,1,0,0,1,0,0,1,1,22,22,22,10,10,22,22,6,0,221.2485,.60616028,684500,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,0,1,0,0,0,1,1,0,1,1,176621.91,1,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,0,1.377077,0,0,1156,3.5553482,7.0535855,1.7917595,2.8332133,3.1354942,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
6810,3,2,9,1,3.5295999,2.8508999,0,1.6,514550,3216500,.11174623,0,.27350456,0,40,1,1,1,12,0,1,0,0,0,1,0,23,0,23,7,23,23,14,1,558.74341,1.5308038,1719500,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,1,0,0,0,1,1,1,0,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,1.5106336,1.3483069,0,1600,3.713572,7.3783836,2.3025851,3.1780539,1.9459101,.95551145,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1
6810,3,2,9,0,4.4087,0,1,1,288100,4047500,1.4035459,0,4.6344695,0,43,1,1,1,9,0,0,0,0,1,1,22,22,22,10,10,22,22,10,1,434.58405,1.1906412,1847500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,1,16,5,22,1,1,0,0,0,1,1,0,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,1.6880088,0,0,1849,3.7841897,7.5229411,2.3025851,2.8332133,3.1354942,.69314718,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
6811,3,2,7,1,3.6037002,2.112,0,.13,86000,3234500,.064040102,0,.16964059,0,30,1,1,1,12,12,1,0,0,1,1,0,23,0,23,7,23,23,3,0,700.24554,1.918481,1534500,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35072,60881,100327,0,0,23,23,6,1,1,0,0,0,1,1,1,1,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,1.5268604,1.1352656,2.5649493,900,3.4339871,6.8035054,2.0794415,3.1780539,1.9459101,.12221763,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
6811,3,2,8,0,.73699999,0,1,0,170450,3368000,1.4004971,0,6.1059022,0,35,1,1,1,9,9,1,0,0,1,1,22,22,22,10,10,22,22,8,0,659.09412,1.8057373,421000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,1,1,0,1,0,1,1,0,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,.55215949,0,2.3025851,1225,3.583519,7.1115122,2.1972246,2.8332133,3.1354942,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
6812,3,2,6,1,2.5123,2.5123,0,.60000002,87000,1284000,-.099562109,0,1.6814702,0,30,1,1,1,9,0,0,0,0,0,1,0,23,0,23,7,23,23,3,0,336.12668,.92089498,774000,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,1,0,0,0,1,1,1,0,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,0,1.2562711,1.2562711,0,900,3.4339871,6.8035054,1.9459101,3.1780539,1.9459101,.47000363,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0
6812,3,2,7,0,.00050000002,0,1,0,84900,351500,-.4356018,0,-.22919753,0,33,1,1,1,9,0,1,0,0,1,1,22,22,22,10,10,22,22,4,0,262.91797,.7203232,351500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,0,1,0,1,0,1,1,0,1,1,176621.91,1,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,0,.00049987505,0,0,1089,3.5263605,6.9939332,2.0794415,2.8332133,3.1354942,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
6813,3,2,7,1,.87370002,.87370002,0,.22,140500,1506000,-.32273626,0,-.1417816,0,38,1,1,1,0,0,1,0,0,0,0,0,23,0,23,7,23,23,5,0,390.3429,1.0694326,826000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,0,1,1,0,0,0,1,0,0,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,.62791508,.62791508,0,1444,3.6635616,7.2758646,2.0794415,3.1780539,1.9459101,.19885086,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1
6813,3,2,8,1,7.5057001,7.5057001,0,.69999999,293500,1398000,-.3045435,0,-.14476928,0,41,1,1,1,0,0,1,0,0,0,1,22,22,22,10,10,22,22,13,0,992.42493,2.7189724,1398000,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,1,16,5,22,1,1,0,1,0,1,1,1,1,1,176621.91,0,0,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,2.1407366,2.1407366,0,1681,3.7376697,7.4277387,2.1972246,2.8332133,3.1354942,.53062826,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
6814,3,2,12,1,2.7785001,2.7785001,0,2.1999998,385050,1371500,-.29571486,0,-.15426207,0,36,1,1,1,0,0,0,0,0,0,0,0,23,0,23,7,23,23,10,1,235.89978,.64630079,1031500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,0,0,0,0,0,0,0,1,0,182635.2,1,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,1.3293271,1.3293271,0,1296,3.6109178,7.167809,2.5649493,3.1780539,1.9459101,1.1631508,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1
6814,3,2,12,1,23.618299,4.2347002,0,1,306250,3077200,-.067827292,0,-.0084139537,0,39,1,1,1,0,0,0,0,0,1,1,22,22,22,10,10,22,22,12,0,131.45868,.36016077,3077200,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,1,16,5,22,1,1,0,1,0,1,1,1,1,1,176621.91,1,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,3.20349,1.6553096,0,1521,3.6888795,7.3277807,2.5649493,2.8332133,3.1354942,.69314718,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
6815,3,2,4,1,2.2130001,2.2130001,0,.52999997,395250,5545500,1.2609452,0,1.2638444,0,70,1,1,1,0,0,0,0,0,0,1,0,23,0,23,7,23,23,8,3,,,3947500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,1,0,0,0,0,0,1,0,1,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,1.1672051,1.1672051,0,4900,4.2626801,8.4971943,1.6094379,3.1780539,1.9459101,.42526773,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
6815,3,2,7,1,8.0356998,8.0356998,0,0,150300,2578000,-.012273596,0,.0037554551,0,73,1,1,1,0,0,0,0,0,0,1,22,22,22,10,10,22,22,7,0,200.92622,.55048281,2238000,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,1,16,5,22,1,0,1,1,0,1,1,1,1,1,176621.91,1,0,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,2.2011833,2.2011833,0,5329,4.3040652,8.5811062,2.0794415,2.8332133,3.1354942,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
6816,3,2,7,1,2.2829001,2.2829001,0,1.2,527700,4368500,.44578731,0,.83044207,0,21,1,1,1,0,0,1,0,0,0,0,0,23,0,23,7,23,23,14,2,290.27759,.79528105,2090500,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,0,1,0,0,0,0,0,0,0,182635.2,1,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,0,1.1887273,1.1887273,0,441,3.0910425,6.09131,2.0794415,3.1780539,1.9459101,.78845739,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0
6816,3,2,5,0,1.5,0,1,1,285250,4797700,.47052684,0,.28834078,0,24,1,1,1,0,0,1,0,0,0,1,22,22,22,10,10,22,22,12,0,379.28918,1.0391484,1046000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,0,0,0,1,0,1,1,0,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,.91629076,0,0,576,3.2188759,6.3578424,1.7917595,2.8332133,3.1354942,.69314718,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
6817,3,2,8,1,1.7476001,1.6476001,0,2.3,354300,825000,-.48946992,0,-.32179031,0,65,1,1,1,12,0,1,0,0,0,1,0,23,0,23,7,23,23,8,1,240.96657,.66018236,825000,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,23,23,6,1,0,0,0,0,0,0,0,0,0,182635.2,1,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,0,1.0107279,.97365361,0,4225,4.1896548,8.3490114,2.1972246,3.1780539,1.9459101,1.1939224,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
6817,3,2,8,1,5.8643999,5.8643999,0,2,327200,3251500,.10035799,0,.063236713,0,68,1,1,1,0,0,0,0,0,0,1,22,22,22,10,10,22,22,14,0,195.39787,.53533661,3251500,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,1,16,5,22,1,0,1,1,0,1,1,1,1,1,176621.91,1,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,1.9263486,1.9263486,0,4624,4.2341065,8.4392319,2.1972246,2.8332133,3.1354942,1.0986123,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
6818,3,2,5,1,.84439999,.74440002,0,1.5,188000,5982000,.57658052,0,.52650005,0,25,1,1,1,0,0,1,0,0,0,0,0,23,0,23,7,23,23,7,0,620.64203,1.7003891,1282750,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,1,0,23,23,6,1,0,0,0,1,0,0,1,0,0,182635.2,0,1,.2740891,0,1,0,0,0,0,0,1,69.941528,56.584896,1,.61215401,.55641067,0,625,3.2580965,6.4393506,1.7917595,3.1780539,1.9459101,.91629076,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1
6818,3,2,4,1,4.1999998,4.1999998,0,.5,107250,1373000,-.23930916,0,-.094525628,1,70,1,1,1,0,0,0,0,0,1,1,22,22,22,10,10,22,22,5,0,414.8168,1.1364844,1373000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35072,60881,100327,0,0,16,5,22,1,1,0,1,0,1,1,1,1,1,176621.91,0,1,-.43678376,1,0,0,0,0,0,1,0,79.972534,71.295509,1,1.6486586,1.6486586,0,4900,4.2626801,8.4971943,1.6094379,2.8332133,3.1354942,.4054651,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1
6901,3,2,8,1,5.3695002,5.3695002,0,.69999999,233000,1103000,-.31273314,0,-.09592662,0,46,1,1,1,0,0,0,0,0,0,1,0,0,0,7,36,0,80,9,0,282.61755,.77429467,423000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26488,62875,92131,0,0,0,0,10,1,0,0,0,0,1,0,1,1,0,182635.2,1,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,0,1.851521,1.851521,0,2116,3.8501475,7.6577554,2.1972246,0,2.3978953,.53062826,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
6901,3,2,9,0,5.6652999,0,1,.60000002,84250,342000,-.41637224,0,-.20850751,0,48,1,1,1,12,0,0,0,0,0,1,10,10,10,10,50,70,70,4,0,290.53604,.79598916,342000,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26488,62875,92131,0,0,10,10,70,1,1,0,1,0,1,1,0,1,1,176621.91,1,1,.12377604,0,1,0,0,0,0,0,1,92.910622,89.395584,1,1.896915,0,0,2304,3.8918202,7.742836,2.3025851,2.3978953,4.2626801,.47000363,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1
6902,3,2,7,1,1.5998001,1.5998001,0,.52999997,300550,2739000,-.083338104,0,.057003208,0,70,1,1,1,0,0,1,0,0,0,1,0,0,0,7,36,0,80,9,0,293.50391,.8041203,1719000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26488,62875,92131,0,0,0,0,10,1,0,1,0,0,0,1,0,1,0,182635.2,1,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,1,.95543456,.95543456,0,4900,4.2626801,8.4971943,2.0794415,0,2.3978953,.42526773,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
6903,3,2,6,1,3.8569,3.1694999,0,.5,110750,2652000,-.25758851,0,-.10567537,0,34,1,1,1,9,9,1,0,0,0,1,0,0,0,7,36,0,80,4,0,520.67273,1.4265007,1972000,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26488,62875,92131,0,0,0,0,10,1,1,0,0,0,1,0,1,0,1,182635.2,0,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,1,1.5804003,1.4277961,2.3025851,1156,3.5553482,7.0535855,1.9459101,0,2.3978953,.4054651,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1
6903,3,2,6,1,3.1230998,3.1230998,0,0,233600,1377000,-.3045435,0,-.14476928,0,37,1,1,1,0,0,1,0,0,0,1,10,10,10,10,50,70,70,11,0,464.19525,1.2717679,1377000,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,26488,62875,92131,0,1,10,10,70,0,1,0,1,0,1,1,1,1,0,176621.91,0,1,.12377604,0,1,0,0,0,0,0,1,92.910622,89.395584,1,1.4166052,1.4166052,0,1369,3.6375861,7.2225661,1.9459101,2.3978953,4.2626801,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1
6904,3,2,10,1,7.3961,4.2224002,0,1.5,382550,4751000,.3275117,0,.5635016,0,65,1,1,1,9,0,1,0,0,0,1,0,0,0,7,36,0,80,13,0,308.41339,.8449682,2303000,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,26488,62875,92131,0,0,0,0,10,1,1,0,1,0,0,1,0,1,1,182635.2,0,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,1,2.1277673,1.6529571,0,4225,4.1896548,8.3490114,2.3978953,0,2.3978953,.91629076,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1
6904,3,2,8,1,4.2138,4.2138,0,1.5,236500,787000,-.3635433,0,-.18254396,0,52,1,1,1,9,0,1,0,0,0,1,10,10,10,10,50,70,70,10,0,360.22391,.98691481,787000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26488,62875,92131,0,0,10,10,70,1,1,0,1,0,1,1,1,1,1,176621.91,0,1,.12377604,0,1,0,0,0,0,0,1,92.910622,89.395584,0,1.6513089,1.6513089,0,2704,3.9702919,7.9028573,2.1972246,2.3978953,4.2626801,.91629076,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
6905,3,2,6,1,10.4221,2.9033999,0,.54000002,187500,817000,-.49559578,0,-.34400102,0,25,1,1,1,0,0,0,0,0,0,1,0,0,0,7,36,0,80,7,0,444.33859,1.217366,817000,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26488,62875,92131,0,0,0,0,10,1,1,0,1,0,0,0,0,0,1,182635.2,0,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,0,2.43555,1.361848,0,625,3.2580965,6.4393506,1.9459101,0,2.3978953,.43178242,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
6905,3,2,5,0,1,0,1,.2,219650,1963000,-.16392535,0,-.06167271,0,28,1,1,1,0,0,0,0,0,0,1,10,10,10,10,50,70,70,10,0,534.57721,1.4645951,1623000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26488,62875,92131,0,0,10,10,70,1,1,0,1,0,1,1,0,1,1,176621.91,0,1,.12377604,0,1,0,0,0,0,0,1,92.910622,89.395584,0,.69314718,0,0,784,3.3672957,6.6656837,1.7917595,2.3978953,4.2626801,.18232156,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
6906,3,2,5,1,2.5457001,2.5457001,0,0,220150,3073000,-.070278108,0,.1108227,0,33,1,1,1,9,9,0,0,0,0,1,0,0,0,7,36,0,80,8,0,344.26309,.94318658,2393000,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26488,62875,92131,0,0,0,0,10,1,1,0,0,0,0,1,1,1,0,182635.2,0,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,0,1.2657356,1.2657356,2.3025851,1089,3.5263605,6.9939332,1.7917595,0,2.3978953,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
6907,3,2,3,1,3.6308,3.6308,0,.2,224500,468000,-.50897455,0,-.32663998,0,23,1,1,1,0,0,0,0,0,0,1,0,0,0,7,36,0,80,8,0,151.40424,.41480613,468000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26488,62875,92131,0,0,0,0,10,1,1,0,1,0,1,1,0,1,1,182635.2,1,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,0,1.5327296,1.5327296,0,529,3.1780539,6.2728772,1.3862944,0,2.3978953,.18232156,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6908,3,2,9,1,5.3097,5.0597,0,1.2,318650,0,-.53460509,0,-.35370034,1,43,1,1,1,9,0,0,0,0,0,1,0,0,0,7,36,0,80,11,0,131.08937,.35914895,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,26488,62875,92131,1,1,0,0,10,1,1,0,1,0,0,1,0,1,1,182635.2,1,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,1,1.8420881,1.8016603,0,1849,3.7841897,7.5229411,2.3025851,0,2.3978953,.78845739,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1
6908,3,2,10,0,7.9386997,0,1,.40000001,342550,5000,-.48843074,0,-.25516108,1,47,1,1,1,9,0,1,0,0,0,1,10,10,10,10,50,70,70,16,0,383.48004,1.0506302,5000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26488,62875,92131,0,0,10,10,70,1,0,1,1,0,0,1,1,1,1,176621.91,0,1,.12377604,0,1,0,0,0,0,0,1,92.910622,89.395584,1,2.1903901,0,0,2209,3.871201,7.700748,2.3978953,2.3978953,4.2626801,.33647224,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1
6909,3,2,8,1,4.6287999,4.1610999,0,1.2,230200,702000,-.34600589,0,-.128471,0,47,1,1,1,9,0,1,0,0,0,1,0,0,0,7,36,0,80,7,0,180.39218,.49422514,22000,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26488,62875,92131,0,0,0,0,10,1,1,0,1,0,0,0,0,0,1,182635.2,1,1,.98753929,0,1,0,0,0,0,0,1,87.196579,73.977974,1,1.7278962,1.6411498,0,2209,3.871201,7.700748,2.1972246,0,2.3978953,.78845739,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
